pacman_x,pacman_y,ghost1_x,ghost1_y,ghost2_x,ghost2_y,ghost3_x,ghost3_y,ghost4_x,ghost4_y,ghost1_direction,ghost2_direction,ghost3_direction,ghost4_direction,nearest_pellet_x,nearest_pellet_y,possible_move_up,possible_move_down,possible_move_left,possible_move_right,move_made_up,move_made_down,move_made_left,move_made_right
370,640,480,447,360,287,520,347,275,520,1,1,1,2,280,640,0,0,1,1,0,0,1,0
105,320,250,280,210,280,350,520,160,580,-2,-2,-2,2,60,260,0,0,1,1,0,0,0,1
195,140,220,412,472,320,487,580,37,520,-1,-2,2,2,200,140,0,0,1,1,0,0,0,1
425,140,72,460,480,427,67,520,420,557,2,-1,-2,-1,440,140,0,0,1,1,0,0,0,1
520,260,45,380,495,520,120,575,395,640,2,-2,-1,2,500,260,1,0,1,0,0,0,1,0
420,290,20,340,20,520,120,640,330,640,1,-2,-2,2,420,340,1,1,0,0,0,1,0,0
420,310,20,330,30,520,130,640,320,640,1,-2,-2,2,420,340,1,1,0,0,0,1,0,0
145,640,267,280,207,640,507,640,537,520,-2,-2,-2,-2,160,640,0,0,1,1,0,0,0,1
120,260,120,135,420,195,230,355,310,355,1,1,-1,-1,120,240,1,1,0,0,1,0,0,0
120,115,20,115,50,80,265,280,310,355,1,2,-2,-1,100,160,1,1,0,0,0,1,0,0
335,80,180,160,375,160,260,280,420,280,-2,2,-2,1,340,80,0,0,1,1,0,0,0,1
360,80,205,160,350,160,285,280,420,255,-2,2,-2,1,380,80,0,0,1,1,0,0,0,1
420,135,320,160,300,95,360,320,500,220,-2,1,-1,-2,420,140,1,1,0,0,0,1,0,0
420,325,420,250,420,135,530,340,420,170,-1,-1,-2,-1,420,340,1,1,0,0,0,1,0,0
135,640,145,340,180,210,295,520,235,640,-2,-1,2,2,120,640,0,0,1,1,0,0,1,0
20,520,120,570,180,415,30,580,70,580,-1,-1,2,-2,20,500,1,0,0,1,1,0,0,0
485,640,310,520,360,295,470,580,360,565,-2,-1,-2,-1,500,580,0,0,1,1,0,0,1,0
425,640,360,530,360,355,520,590,315,580,-1,-1,-1,2,500,580,0,0,1,1,0,0,1,0
180,550,180,575,170,520,240,615,20,640,1,2,1,1,500,580,1,1,0,0,1,0,0,0
195,520,180,530,125,520,230,580,20,595,1,2,2,1,500,580,0,0,1,1,0,0,0,1
305,400,360,440,385,520,420,560,335,520,1,-2,-1,-2,280,160,0,0,1,1,0,0,1,0
210,220,120,95,470,160,425,580,120,520,1,2,-2,-2,260,160,0,0,1,1,0,0,1,0
375,160,460,160,420,215,420,260,455,220,2,1,1,-2,440,80,0,0,1,1,0,0,1,0
360,175,430,160,420,185,420,230,485,220,2,1,1,-2,440,80,1,1,0,0,0,1,0,0
215,220,270,280,215,280,210,280,240,485,-2,-2,-2,-1,440,80,0,0,1,1,0,0,1,0
300,100,420,275,420,330,420,335,120,400,1,1,1,1,440,80,1,1,0,0,1,0,0,0
240,245,180,220,180,165,180,160,35,220,-2,-1,-1,-2,440,80,1,1,0,0,0,1,0,0
180,305,240,280,240,225,240,220,120,255,2,-1,-1,-1,440,80,1,1,0,0,0,1,0,0
300,400,120,305,180,380,180,375,120,470,1,-1,-1,-1,500,580,0,0,1,1,0,0,0,1
360,435,120,210,255,400,250,400,120,565,1,-2,-2,-1,500,580,1,1,0,0,0,1,0,0
420,560,65,80,360,320,375,460,30,640,2,1,-2,-2,500,580,1,1,0,0,0,1,0,0
500,580,20,145,360,280,505,640,180,570,1,-1,2,1,520,580,0,0,1,1,0,0,0,1
420,425,270,400,405,640,520,610,240,485,-2,2,-1,-1,440,80,1,1,0,0,1,0,0,0
420,380,315,400,360,640,505,640,250,520,-2,2,2,-2,440,80,1,1,0,0,1,0,0,0
155,460,180,360,360,300,230,350,310,350,2,-1,-1,-1,140,460,0,0,1,1,0,0,1,0
120,405,120,300,420,360,230,330,310,330,1,1,1,1,120,400,1,1,0,0,1,0,0,0
480,450,485,380,360,255,360,235,310,325,2,-1,-1,-1,480,460,1,1,0,0,0,1,0,0
380,640,305,640,360,385,360,365,225,520,-2,-1,-1,-2,400,640,0,0,1,1,0,0,0,1
420,595,505,520,465,320,445,320,352,460,-2,-2,-2,2,420,600,1,1,0,0,0,1,0,0
190,520,60,407,480,432,480,412,187,280,1,-1,-1,-2,200,520,0,0,1,1,0,0,0,1
60,400,80,225,325,520,425,640,205,400,1,2,2,-2,60,380,1,1,0,0,1,0,0,0
120,265,120,110,420,350,510,580,140,580,1,1,-2,2,60,260,1,1,0,0,1,0,0,0
85,640,230,400,520,590,180,557,340,280,-2,-1,1,2,100,640,0,0,1,1,0,0,0,1
75,520,290,520,330,640,270,290,320,280,2,2,1,-2,80,460,0,0,1,1,0,0,1,0
240,490,215,280,270,285,230,325,310,325,2,1,1,1,240,480,1,1,0,0,1,0,0,0
180,80,45,160,520,125,230,345,310,345,-2,-1,1,1,200,80,0,0,1,1,0,0,0,1
210,160,105,80,420,125,335,280,310,335,2,1,-2,1,200,160,0,0,1,1,0,0,1,0
50,220,120,205,235,160,195,400,310,345,-1,2,2,1,40,220,0,0,1,1,0,0,1,0
80,160,27,80,35,160,307,280,310,322,-2,-2,-2,1,60,160,0,0,1,1,0,0,1,0
180,185,130,80,157,340,360,330,310,340,-2,-2,-1,-1,180,200,1,1,0,0,0,1,0,0
395,160,310,160,420,305,180,390,350,280,-2,1,1,-2,400,160,0,0,1,1,0,0,0,1
520,120,475,160,500,220,235,280,420,305,-2,-2,-2,1,520,100,1,1,0,0,1,0,0,0
265,160,452,80,420,147,360,347,520,212,2,1,-1,1,320,160,0,0,1,1,0,0,0,1
350,160,410,80,420,105,360,390,520,170,2,1,-1,1,420,140,0,0,1,1,0,0,0,1
415,160,180,295,420,180,435,640,180,335,-1,1,-2,-1,420,340,0,0,1,1,0,0,1,0
400,460,110,80,425,160,360,530,50,580,2,2,-1,2,380,460,0,0,1,1,0,0,1,0
270,520,520,617,270,332,342,640,292,400,-1,-1,2,2,220,520,0,0,1,1,0,0,1,0
215,520,515,640,270,320,315,640,210,400,2,1,2,2,200,520,0,0,1,1,0,0,1,0
80,255,130,200,460,210,230,340,310,340,-2,1,-1,-1,80,240,1,1,0,0,1,0,0,0
360,180,395,140,120,105,420,335,310,335,2,-1,1,-1,360,200,1,1,0,0,0,1,0,0
480,455,480,380,360,260,360,240,310,330,-1,-1,-1,-1,480,460,1,1,0,0,0,1,0,0
330,460,405,460,345,400,360,395,265,280,2,2,-1,2,320,460,0,0,1,1,0,0,1,0
360,580,345,520,405,460,385,460,180,365,-2,-2,-2,-1,340,580,1,0,1,1,0,0,1,0
340,580,360,525,420,455,405,460,180,385,-1,1,-2,-1,320,580,0,0,1,1,0,0,1,0
480,540,520,615,445,460,425,460,405,580,1,-2,-2,-2,480,520,1,1,0,0,1,0,0,0
480,480,520,585,475,460,455,460,420,565,1,-2,-2,1,460,520,1,1,0,0,0,1,0,0
480,515,507,580,480,447,472,460,420,547,2,1,-2,1,460,520,1,1,0,0,0,1,0,0
180,535,120,560,420,360,420,300,180,307,-1,2,1,1,180,520,1,1,0,0,1,0,0,0
95,320,120,450,360,290,320,510,180,560,1,-1,-1,-1,60,260,0,0,1,1,0,0,1,0
20,325,120,370,370,360,360,550,120,580,1,-2,-1,-1,20,260,1,1,0,0,0,1,0,0
45,260,180,170,370,200,490,580,40,520,1,2,2,2,40,260,0,0,1,1,0,0,1,0
420,295,360,285,225,80,125,200,120,595,-1,-2,-2,-1,420,340,1,1,0,0,0,1,0,0
420,330,360,360,262,80,162,200,120,632,-2,-2,-2,-1,420,360,1,1,0,0,1,0,0,0
140,460,120,390,240,400,60,440,60,550,-1,2,-1,-1,100,460,0,0,1,1,0,0,0,1
210,460,20,350,280,280,260,520,120,590,1,-2,-2,1,100,460,0,0,1,1,0,0,1,0
240,240,120,157,260,280,417,340,310,327,-1,2,-2,-1,300,220,1,1,0,0,1,0,0,0
420,205,410,160,360,355,450,80,390,340,-2,1,-2,-2,420,220,1,1,0,0,0,1,0,0
520,195,490,220,485,340,520,150,420,450,-2,-2,-1,-1,520,180,1,1,0,0,1,0,0,0
300,160,420,215,180,330,475,80,480,555,-1,1,-2,-1,280,160,1,0,1,1,0,0,1,0
420,135,520,177,270,287,520,182,420,517,1,-1,-1,1,440,160,1,1,0,0,0,1,0,0
420,165,520,82,270,297,462,220,382,460,1,1,2,2,420,240,1,1,0,0,0,1,0,0
370,460,150,160,360,355,470,580,120,530,2,1,-2,-1,360,460,0,0,1,1,0,0,1,0
520,470,90,160,360,325,330,580,230,640,2,-1,-2,-2,520,480,1,1,0,0,0,1,0,0
520,510,50,160,360,365,360,570,270,640,2,-1,1,-2,520,520,1,1,0,0,0,1,0,0
360,550,95,220,300,470,245,520,435,640,-2,-1,2,-2,360,560,1,1,0,0,0,1,0,0
300,640,120,270,325,520,180,530,510,640,-1,-2,-1,-2,280,640,1,0,1,1,0,0,1,0
170,520,177,340,420,552,300,640,462,580,-2,-1,1,2,160,520,0,0,1,1,0,0,1,0
165,640,42,520,420,442,337,280,157,520,-2,1,2,2,180,640,0,0,1,1,0,0,0,1
270,520,235,580,300,220,190,400,225,640,2,-1,-2,-2,220,520,0,0,1,1,0,0,1,0
240,520,245,280,270,315,230,355,310,355,2,1,1,1,220,520,0,0,1,1,0,0,1,0
180,105,100,80,420,120,270,330,310,350,2,1,1,-1,180,100,1,1,0,0,1,0,0,0
370,200,365,140,120,135,420,305,310,355,2,-1,1,1,380,200,0,0,1,1,0,0,0,1
400,200,360,165,145,140,420,275,310,325,-1,-2,1,1,420,200,0,0,1,1,0,0,0,1
415,460,480,450,360,330,360,310,290,340,-1,-1,-1,2,400,460,0,0,1,1,0,0,1,0
520,630,455,640,355,460,335,460,360,535,-2,-2,-2,-1,520,620,1,1,0,0,1,0,0,0
510,580,510,640,410,460,390,460,370,580,-2,-2,-2,-2,500,580,0,0,1,1,0,0,1,0
480,495,520,592,420,412,447,460,420,572,1,1,-2,1,480,480,1,1,0,0,1,0,0,0
60,395,120,520,120,440,360,340,210,400,2,1,-1,-2,60,380,1,1,0,0,1,0,0,0
50,260,65,320,305,280,385,580,120,635,-2,-2,-2,-1,40,260,0,0,1,1,0,0,1,0
240,195,20,187,472,320,487,580,60,497,1,-2,2,1,240,200,1,1,0,0,0,1,0,0
490,260,60,80,480,500,120,540,230,520,2,-1,-1,-2,480,260,0,0,1,1,0,0,1,0
480,490,420,80,60,560,200,520,350,460,-1,-1,-2,-2,100,460,1,1,0,0,0,1,0,0
50,520,410,140,20,590,220,470,420,460,2,-1,1,-2,60,540,0,0,1,1,0,0,0,1
75,640,362,200,82,640,117,460,480,512,-2,-2,2,-1,80,640,0,0,1,1,0,0,0,1
185,640,460,235,172,460,60,385,520,605,-1,-2,1,-1,100,460,0,0,1,1,0,0,1,0
60,505,520,215,420,452,45,320,425,640,1,1,-2,2,80,460,1,1,0,0,1,0,0,0
60,485,520,205,420,422,55,320,415,640,1,1,-2,2,80,460,1,1,0,0,1,0,0,0
240,485,210,280,270,280,230,320,310,320,2,-2,-1,-1,240,480,1,1,0,0,1,0,0,0
120,330,120,205,420,265,230,355,310,355,1,1,1,1,120,320,1,1,0,0,1,0,0,0
20,160,45,220,145,160,180,325,310,335,2,2,1,1,20,140,1,1,0,1,1,0,0,0
420,150,180,370,180,395,180,400,460,160,-1,-1,-2,2,420,160,1,1,0,0,0,1,0,0
415,160,245,400,270,400,275,400,420,215,-2,-2,-2,-1,400,160,0,0,1,1,0,0,1,0
435,160,335,400,360,400,360,395,420,305,-2,1,1,-1,440,160,0,0,1,1,0,0,0,1
420,440,120,330,265,160,220,400,240,400,1,2,-2,-2,420,460,1,1,0,0,0,1,0,0
305,520,120,227,180,177,322,400,342,400,1,-1,-2,-2,320,520,0,0,1,1,0,0,0,1
420,550,105,80,240,280,420,465,300,485,2,-2,-1,-1,420,560,1,1,0,0,0,1,0,0
405,640,120,200,420,405,490,640,240,610,-1,-1,2,-1,400,640,0,0,1,1,0,0,1,0
330,640,120,275,420,480,415,640,195,640,-1,-1,2,2,320,640,0,0,1,1,0,0,1,0
495,640,120,460,405,640,130,520,350,520,-2,-2,-2,-2,480,560,0,0,1,1,0,0,0,1
520,625,160,460,445,640,170,520,390,520,-2,-2,-2,-2,520,520,1,1,0,0,1,0,0,0
455,460,347,520,492,520,417,520,517,520,-2,-2,-2,-2,440,460,0,0,1,1,0,0,1,0
65,460,180,317,282,280,517,340,257,280,1,2,2,2,80,460,0,0,1,1,0,0,0,1
180,155,120,110,390,140,230,340,310,340,1,-2,-2,1,180,140,1,1,0,0,1,0,0,0
455,260,450,200,240,170,520,250,310,360,-2,-1,1,1,440,260,0,0,1,1,0,0,1,0
325,640,300,590,390,360,410,360,220,470,-1,2,2,-1,340,640,0,0,1,1,0,0,0,1
240,615,60,490,290,280,470,320,120,452,1,2,2,1,240,600,1,1,0,0,1,0,0,0
195,520,60,400,200,280,420,360,210,280,1,2,-1,-2,120,520,0,0,1,1,0,0,1,0
180,525,60,390,190,280,420,370,240,280,1,2,-1,-2,120,520,1,1,0,0,0,1,0,0
80,260,55,80,325,280,480,535,105,640,2,-2,1,2,60,260,1,0,1,1,0,0,1,0
40,580,480,447,320,472,452,460,120,580,-1,1,2,-2,20,580,0,0,1,1,0,0,1,0
165,460,170,340,360,290,230,340,310,340,2,-1,-1,-1,160,460,0,0,1,1,0,0,1,0
120,460,125,340,360,335,230,335,310,335,2,-1,1,1,120,440,1,1,1,1,1,0,0,0
120,135,50,80,430,80,230,320,310,320,2,-2,-1,-1,120,120,1,1,0,0,1,0,0,0
175,80,40,160,520,120,230,350,310,350,-2,-1,1,1,180,80,0,0,1,1,0,0,0,1
20,110,20,200,120,140,180,280,310,350,1,1,-2,-1,20,100,1,1,0,0,1,0,0,0
55,80,20,167,120,107,212,280,310,337,1,1,-2,1,60,80,0,0,1,1,0,0,0,1
230,220,270,340,232,280,360,375,310,335,1,-2,-1,1,240,220,0,0,1,1,0,0,0,1
500,160,470,80,485,160,520,220,260,280,-2,-2,1,-2,480,160,0,0,1,1,0,0,1,0
420,115,520,95,430,220,515,160,325,280,-1,2,2,-2,420,100,1,1,0,0,1,0,0,0
450,220,462,160,270,302,392,160,360,367,2,-1,2,-1,460,220,0,0,1,1,0,0,0,1
295,160,135,160,420,90,360,335,505,520,2,1,-1,2,280,160,0,0,1,1,0,0,1,0
420,245,105,80,430,160,420,555,345,520,-2,2,-1,2,420,260,1,1,0,0,0,1,0,0
365,520,120,165,420,250,245,640,300,585,-1,-1,2,1,380,520,0,0,1,1,0,0,0,1
20,480,247,520,295,640,120,340,180,422,2,2,2,1,20,500,1,1,0,0,0,1,0,0
60,580,142,460,240,605,30,340,360,392,-2,1,2,1,40,580,1,0,1,1,0,0,1,0
495,520,460,580,325,640,300,240,310,520,-2,-2,-1,2,220,520,0,0,1,1,0,0,0,1
120,520,120,195,200,160,180,555,20,615,-1,2,-1,1,200,520,1,1,0,1,0,0,0,1
360,190,385,140,120,115,420,325,310,345,2,-1,1,-1,360,200,1,1,0,0,0,1,0,0
460,215,400,200,220,140,480,260,310,330,-2,-2,-2,1,460,220,1,1,0,0,0,1,0,0
520,340,465,320,325,140,415,140,310,335,-2,-2,2,-1,520,360,1,1,0,0,0,1,0,0
335,520,320,460,320,460,320,440,180,280,-1,-2,-1,-1,340,520,0,0,1,1,0,0,0,1
315,140,180,257,320,437,382,640,497,640,-1,-1,2,-2,320,140,0,0,1,1,0,0,0,1
510,140,180,355,395,460,285,640,505,580,-1,-2,2,2,520,140,0,0,1,1,0,0,0,1
520,210,180,395,420,445,245,640,480,565,-1,1,2,1,520,220,1,1,0,0,0,1,0,0
520,235,187,400,420,432,240,632,480,552,-2,1,1,1,520,240,1,1,0,0,0,1,0,0
60,535,360,520,340,460,60,505,500,320,-1,-2,1,2,60,540,1,1,0,0,0,1,0,0
60,545,360,525,345,460,60,490,495,320,-1,-2,1,2,60,560,1,1,0,0,0,1,0,0
145,460,150,340,360,310,230,360,310,360,2,-1,1,1,140,460,0,0,1,1,0,0,1,0
120,170,85,80,420,105,230,355,310,355,2,1,1,1,120,160,1,1,0,0,1,0,0,0
200,160,95,80,420,115,345,280,310,325,2,1,-2,1,180,160,0,0,1,1,0,0,1,0
110,80,40,160,120,80,240,280,310,330,-2,-2,-2,-1,100,160,0,0,1,1,0,0,0,1
90,160,120,160,240,140,305,280,310,325,-1,-1,-2,1,80,160,0,0,1,1,0,0,1,0
240,225,205,280,180,280,420,377,310,352,2,-1,-1,1,300,220,1,1,0,0,0,1,0,0
300,235,195,400,220,400,420,457,310,352,-2,-2,-1,1,300,220,1,1,0,0,1,0,0,0
450,80,220,280,195,280,420,490,190,400,2,2,1,-2,460,80,0,0,1,1,0,0,0,1
520,155,180,367,180,392,420,362,317,400,-1,-1,1,-2,520,160,1,1,0,0,0,1,0,0
500,160,180,380,185,400,420,350,330,400,-1,-2,1,-2,480,160,0,0,1,1,0,0,1,0
520,215,217,520,360,352,92,340,287,280,2,1,-2,2,520,200,1,1,0,0,1,0,0,0
420,345,120,465,420,205,125,460,180,325,1,1,-2,-1,420,360,1,1,0,0,0,1,0,0
420,440,180,460,360,197,190,460,130,340,1,-1,-2,2,420,460,1,1,0,0,0,1,0,0
420,460,180,440,352,220,210,460,120,350,1,2,-2,-1,400,460,1,1,1,1,0,0,1,0
315,460,180,305,270,340,285,520,120,485,1,1,-2,-1,300,480,0,0,1,1,0,0,0,1
375,520,335,280,360,310,315,580,35,580,-2,-1,2,2,380,520,0,0,1,1,0,0,0,1
360,570,225,460,500,80,445,580,315,580,-2,-2,2,-2,360,580,1,1,0,0,0,1,0,0
180,580,180,542,462,160,432,460,150,460,-1,2,-2,-2,180,560,1,0,0,1,1,0,0,0
20,505,292,520,325,80,480,550,270,295,2,2,-1,-1,20,520,1,1,0,0,0,1,0,0
225,640,360,302,187,160,360,527,240,460,1,2,-1,-1,320,640,0,0,1,1,0,0,0,1
475,580,360,415,227,280,327,640,340,640,-1,2,-2,-2,220,520,0,0,1,1,0,0,1,0
330,400,360,460,345,520,400,460,215,520,1,-2,2,2,220,520,0,0,1,1,0,0,1,0
260,160,360,370,520,505,410,640,135,640,-1,1,-2,-2,220,520,0,0,1,1,0,0,1,0
120,370,270,280,420,185,360,550,105,580,-2,1,-1,2,120,540,1,1,0,0,0,1,0,0
60,570,180,410,270,295,50,640,120,555,-1,1,2,-1,200,520,1,1,0,0,1,0,0,0
60,570,50,460,180,355,110,580,20,635,2,-1,-2,-1,200,520,1,1,0,0,0,1,0,0
120,520,60,520,155,460,180,520,145,640,-1,2,-2,-2,200,520,1,1,0,1,0,1,0,0
285,80,510,80,510,80,350,280,310,320,2,-2,-2,-1,300,80,0,0,1,1,0,0,0,1
475,640,400,640,320,440,320,420,320,520,-2,-1,-1,-2,480,640,0,0,1,1,0,0,0,1
420,605,452,520,467,320,447,320,332,640,2,-2,-2,2,420,620,1,1,0,0,0,1,0,0
180,575,402,640,480,397,482,380,360,562,2,-1,2,1,180,560,1,1,0,0,1,0,0,0
185,520,372,640,480,427,480,407,360,532,2,-1,-1,1,200,520,0,0,1,1,0,0,0,1
60,515,125,640,385,580,320,495,180,575,2,2,-1,-1,60,500,1,1,0,0,1,0,0,0
240,210,20,185,360,125,135,460,345,640,1,1,-2,2,240,220,1,1,0,0,0,1,0,0
420,410,285,80,155,200,385,460,265,520,-2,2,-2,-2,420,420,1,1,0,0,0,1,0,0
45,580,410,140,120,270,270,295,390,580,-2,-1,1,-2,40,580,0,0,1,1,0,0,1,0
140,640,492,80,120,412,180,330,367,640,-2,-1,-1,2,160,640,0,0,1,1,0,0,0,1
120,210,120,85,420,145,230,325,310,325,1,1,-1,-1,120,200,1,1,0,0,1,0,0,0
115,160,20,100,360,80,360,360,310,330,-1,2,-1,-1,100,160,0,0,1,1,0,0,0,1
20,210,95,220,195,160,180,375,310,335,2,2,1,-1,20,200,1,1,0,0,1,0,0,0
90,160,22,80,240,132,302,280,310,327,-2,-1,-2,1,80,160,0,0,1,1,0,0,1,0
285,280,120,220,180,325,420,400,310,330,-1,-1,-1,1,300,220,0,0,1,1,0,0,0,1
300,85,200,280,360,325,360,320,180,280,-2,1,1,-1,300,80,1,1,0,0,1,0,0,0
315,80,220,280,360,305,360,300,180,300,-2,1,1,-1,320,80,0,0,1,1,0,0,0,1
420,115,497,340,360,292,102,340,177,160,-2,-1,2,-2,420,100,1,1,0,0,1,0,0,0
420,510,225,280,320,280,300,595,125,460,2,-2,-1,2,420,500,1,1,0,0,1,0,0,0
520,490,120,325,420,320,435,640,65,580,1,1,-2,2,520,500,1,1,0,0,0,1,0,0
370,520,120,160,415,160,500,580,80,640,2,2,2,-2,360,540,0,0,1,1,0,0,1,0
90,640,20,195,510,220,195,580,215,520,1,-2,2,2,100,640,0,0,1,1,0,0,0,1
310,640,95,160,520,120,145,520,195,580,-2,1,2,-2,320,640,0,0,1,1,0,0,0,1
420,525,150,340,325,80,150,340,310,580,-2,2,-2,-2,220,520,1,1,0,0,1,0,0,0
295,520,360,400,315,220,360,400,200,520,-1,2,-1,2,220,520,0,0,1,1,0,0,1,0
80,580,205,520,220,280,205,520,165,640,2,2,2,2,260,160,0,0,1,1,0,0,0,1
100,580,185,520,200,280,185,520,145,640,2,2,2,2,260,160,0,0,1,1,0,0,0,1
120,205,120,80,420,315,320,520,20,620,2,1,-2,1,260,160,1,1,0,0,1,0,0,0
120,460,135,360,360,345,230,325,310,325,2,-1,1,1,120,440,1,0,1,1,1,0,0,0
360,90,425,80,55,80,360,355,310,325,2,-2,-1,-1,360,100,1,1,0,0,0,1,0,0
520,325,450,320,310,140,430,140,310,320,-2,-2,2,-1,520,340,1,1,0,0,0,1,0,0
480,395,520,360,360,200,360,180,310,350,-1,-1,-1,-1,480,400,1,1,0,0,0,1,0,0
465,460,480,400,360,280,360,260,310,350,-1,-1,-1,-1,460,460,0,0,1,1,0,0,1,0
340,640,300,605,375,360,395,360,220,485,-1,2,2,-1,360,640,0,0,1,1,0,0,0,1
465,640,390,640,320,430,320,410,310,520,-2,-1,-1,-2,480,640,0,0,1,1,0,0,0,1
85,260,420,435,485,380,495,580,120,585,1,-2,2,-1,60,260,0,0,1,1,0,0,1,0
20,235,405,360,520,325,495,520,85,640,2,1,-2,2,20,220,1,1,0,0,1,0,0,0
300,165,182,280,362,460,57,640,77,460,2,2,-2,-2,300,160,1,1,0,0,1,0,0,0
420,140,180,350,320,490,120,630,150,460,-1,-1,1,-2,440,140,1,0,1,1,0,0,0,1
510,260,120,315,235,520,180,575,220,505,1,2,1,-1,500,260,0,0,1,1,0,0,1,0
120,620,120,107,87,260,472,460,97,520,1,2,-2,-2,120,600,1,1,0,0,1,0,0,0
210,640,72,80,87,200,480,392,202,520,2,-2,1,-2,220,640,0,0,1,1,0,0,0,1
195,640,55,80,105,200,485,380,220,490,2,-2,-2,1,100,460,0,0,1,1,0,0,1,0
120,615,5,80,155,200,520,365,120,445,2,-2,1,1,100,460,1,1,0,0,1,0,0,0
120,570,522,80,177,200,520,342,120,377,2,-2,1,1,100,460,1,1,0,0,1,0,0,0
240,115,120,140,460,160,270,290,310,330,1,2,1,1,240,120,1,1,0,0,0,1,0,0
210,160,105,80,420,125,335,280,310,335,2,1,-2,1,200,160,0,0,1,1,0,0,1,0
20,150,35,220,135,160,180,315,310,325,2,2,1,1,20,140,1,1,0,0,1,0,0,0
120,80,47,160,102,80,247,280,310,337,-2,2,-2,-1,100,160,0,1,1,1,0,1,0,0
400,460,85,80,520,120,335,580,145,640,-2,-1,2,-2,380,460,0,0,1,1,0,0,1,0
360,460,120,85,520,160,300,585,185,640,-1,2,-1,-2,340,460,1,0,1,1,0,0,1,0
345,520,120,250,420,225,410,640,190,580,-1,-1,-2,2,360,520,0,0,1,1,0,0,0,1
455,580,290,400,420,545,520,510,350,580,-2,-1,1,2,460,580,0,0,1,1,0,0,0,1
480,580,360,415,470,580,485,460,300,615,-1,-2,2,-1,480,560,1,0,1,1,0,0,0,1
130,460,135,340,360,325,230,345,310,345,2,-1,1,1,120,460,0,0,1,1,0,0,1,0
120,180,55,160,300,115,305,400,310,345,-2,-1,2,-1,100,160,1,1,0,0,0,1,0,0
120,155,85,160,20,110,285,280,310,345,-2,-1,-2,1,100,160,1,1,0,0,0,1,0,0
415,160,120,235,520,160,360,440,360,345,1,2,-1,-1,420,260,0,0,1,1,0,0,0,1
420,165,120,225,510,160,360,450,360,355,1,2,-1,-1,420,260,1,1,0,0,0,1,0,0
420,205,120,185,470,160,390,460,360,395,1,2,-2,-1,420,260,1,1,0,0,0,1,0,0
400,460,90,80,520,125,520,605,150,460,-2,-1,-1,2,380,460,0,0,1,1,0,0,1,0
370,520,120,280,420,255,325,640,200,580,-1,-1,2,-2,380,520,0,0,1,1,0,0,0,1
275,640,300,495,430,580,270,400,480,545,-1,2,2,1,260,640,0,0,1,1,0,0,1,0
120,495,180,525,340,520,270,280,495,460,-1,2,2,2,120,480,1,1,0,0,1,0,0,0
520,590,245,520,50,460,300,520,515,580,2,-2,-2,-2,520,580,1,1,0,0,1,0,0,0
440,580,340,580,395,520,455,640,142,520,-2,-2,2,2,220,520,0,0,1,1,0,0,0,1
175,520,120,455,420,160,410,520,285,280,1,1,-2,2,120,540,0,0,1,1,0,0,1,0
185,460,180,330,350,280,230,320,310,320,-1,-2,-1,-1,180,460,0,0,1,1,0,0,1,0
120,455,120,350,370,360,230,340,310,340,1,-2,-1,-1,120,440,1,1,0,0,1,0,0,0
120,365,120,260,420,320,230,350,310,350,2,1,-1,-1,120,360,1,1,0,0,1,0,0,0
120,315,80,250,420,270,230,320,310,320,1,1,-1,-1,120,300,1,1,0,0,1,0,0,0
120,310,80,245,420,265,230,325,310,325,1,1,-1,-1,120,300,1,1,0,0,1,0,0,0
185,580,360,565,420,335,485,380,180,527,1,-1,2,1,180,580,0,0,1,1,0,0,1,0
60,510,175,580,325,520,320,505,247,280,2,-2,-1,-2,60,500,1,1,0,0,1,0,0,0
175,140,92,200,387,360,120,532,120,622,-2,2,-1,-1,200,140,0,0,1,1,0,0,0,1
255,220,172,200,347,400,152,580,182,640,-2,2,-2,-2,260,220,0,0,1,1,0,0,0,1
490,140,240,170,220,430,250,520,200,580,-1,-1,-2,2,500,140,0,0,1,1,0,0,0,1
420,355,300,157,180,562,357,580,272,520,1,-1,2,-2,420,360,1,1,0,0,0,1,0,0
420,415,312,140,192,580,327,580,302,520,-2,-2,2,-2,420,420,1,1,0,0,0,1,0,0
120,630,532,80,22,640,492,640,462,520,-2,2,-2,-2,120,620,1,1,0,0,1,0,0,0
190,640,62,80,97,520,520,597,480,467,-2,-2,1,1,200,640,0,0,1,1,0,0,0,1
120,415,120,290,410,340,230,360,310,360,1,-2,1,1,120,400,1,1,0,0,1,0,0,0
95,220,120,160,280,160,240,400,310,330,-1,2,2,-1,80,220,0,0,1,1,0,0,1,0
115,80,42,160,122,80,242,280,310,332,-2,-2,-2,-1,100,160,0,0,1,1,0,0,0,1
240,275,180,305,180,330,482,340,270,327,-1,-1,-2,1,300,220,1,1,0,0,0,1,0,0
300,140,360,350,360,325,120,260,420,340,1,1,1,1,300,120,1,1,0,0,1,0,0,0
420,80,230,400,255,400,420,140,420,200,-2,-2,1,-1,480,80,0,1,1,1,0,0,0,1
420,445,300,505,310,520,325,280,120,495,-1,-2,-2,-1,420,460,1,1,0,0,0,1,0,0
180,580,270,300,345,80,410,640,100,580,1,2,2,-2,180,560,1,0,0,1,1,0,0,0
480,640,60,540,270,295,520,340,355,280,1,-1,2,-2,500,640,0,0,1,1,0,0,0,1
505,640,55,520,270,320,495,340,360,300,2,-1,2,-1,520,640,0,0,1,1,0,0,0,1
